ID	HSK_Level	Simplified	Pinyin	Meaning	Examples	Tags	Audio
8512-V	HSK 7-9	领队	lǐngduì	chef d’équipe; guide/leader de groupe (voyage, sport)	他是我们团的领队 - tā shì wǒmen tuán de lǐngduì - c’est le guide/chef de notre groupe<br>领队带大家入场 - lǐngduì dài dàjiā rùchǎng - le chef d’équipe fait entrer tout le monde<br>跟领队联系 - gēn lǐngduì liánxì - contacter le responsable du groupe	nom,voyage/sport,organisation	[sound:hsk7_领队.wav]
8513-V	HSK 7-9	灵感	línggǎn	inspiration (idée créative)	突然有了灵感 - tūrán yǒu le línggǎn - j’ai eu une idée d’un coup<br>灵感来源 - línggǎn láiyuán - source d’inspiration<br>寻找灵感 - xúnzhǎo línggǎn - chercher l’inspiration	nom,création,abstrait	[sound:hsk7_灵感.wav]
8514-V	HSK 7-9	领会	lǐnghuì	comprendre; saisir (le sens, l’intention) (plutôt formel)	领会精神 - lǐnghuì jīngshén - saisir l’esprit (d’un texte/consigne)<br>我领会你的意思了 - wǒ lǐnghuì nǐ de yìsi le - j’ai compris ce que tu veux dire<br>他没领会到重点 - tā méi lǐnghuì dào zhòngdiǎn - il n’a pas saisi l’essentiel	verbe,formel,compréhension	[sound:hsk7_领会.wav]
8515-V	HSK 7-9	灵魂	línghún	âme; esprit; essence (fig.)	音乐是这部电影的灵魂 - yīnyuè shì zhè bù diànyǐng de línghún - la musique est l’âme de ce film<br>没有灵魂的作品 - méiyǒu línghún de zuòpǐn - une œuvre sans âme<br>触动灵魂 - chùdòng línghún - toucher au plus profond	nom,abstrait,registre soutenu	[sound:hsk7_灵魂.wav]
8516-V	HSK 7-9	零件	língjiàn	pièce détachée; composant	汽车零件很贵 - qìchē língjiàn hěn guì - Les pièces auto sont chères<br>更换零件 - gēnghuàn língjiàn - Remplacer les pièces<br>零件坏了 - língjiàn huài le - La pièce est cassée	nom,mécanique,partie	[sound:hsk7_零件.wav]
8517-V	HSK 7-9	灵机一动	língjī-yídòng	avoir une idée soudaine; “tilt” (idée qui vient d’un coup)	我灵机一动，想到个办法 - wǒ língjī-yídòng, xiǎngdào ge bànfǎ - J’ai eu une idée d’un coup, j’ai trouvé une solution<br>他灵机一动就把问题解决了 - tā língjī-yídòng jiù bǎ wèntí jiějué le - Une idée soudaine et il a résolu le problème<br>关键时刻灵机一动 - guānjiàn shíkè língjī-yídòng - Au moment crucial, il a eu l’éclair de génie	idiome/expression,idée/créativité,oral	[sound:hsk7_灵机一动.wav]
8518-V	HSK 7-9	领军	lǐngjūn	mener; être à la tête; “leader” (d’un secteur/équipe)	他在行业里领军 - tā zài hángyè lǐ lǐngjūn - Il est à la tête du secteur<br>领军人物 - lǐngjūn rénwù - figure de proue<br>由他领军出战 - yóu tā lǐngjūn chūzhàn - qu’il mène l’équipe au combat / au concours	verbe/adj.,leadership,registre soutenu	[sound:hsk7_领军.wav]
8519-V	HSK 7-9	领略	lǐnglüè	avoir un aperçu; goûter à; apprécier (paysage/culture)	领略风光 - lǐnglüè fēngguāng - admirer les paysages<br>领略当地文化 - lǐnglüè dāngdì wénhuà - découvrir la culture locale<br>让人领略到魅力 - ràng rén lǐnglüè dào mèilì - faire ressentir/entrevoir le charme	verbe,voyage/culture,registre soutenu	[sound:hsk7_领略.wav]
8520-V	HSK 7-9	灵敏	língmǐn	sensible; agile; vif (réaction, sens, mécanisme)	嗅觉很灵敏 - xiùjué hěn língmǐn - l’odorat est très sensible<br>反应灵敏 - fǎnyìng língmǐn - réaction rapide/ vive<br>灵敏度 - língmǐndù - sensibilité (technique)	adj./nom,qualité/technique,neutre	[sound:hsk7_灵敏.wav]
8521-V	HSK 7-9	灵巧	língqiǎo	habile; agile; adroit (mains, gestes, fabrication)	手很灵巧 - shǒu hěn língqiǎo - il/elle a des mains habiles<br>做工灵巧 - zuògōng língqiǎo - fabrication fine et habile<br>灵巧地避开 - língqiǎo de bìkāi - esquiver avec agilité	adj.,compétence,positif	[sound:hsk7_灵巧.wav]
8522-V	HSK 7-9	领事	lǐngshì	consul	领事签证 - lǐngshì qiānzhèng - visa consulaire<br>领事官员 - lǐngshì guānyuán - officier consulaire<br>中国领事 - Zhōngguó lǐngshì - consul chinois	nom,diplomatie,administratif	[sound:hsk7_领事.wav]
8523-V	HSK 7-9	领事馆	lǐngshìguǎn	consulat	去领事馆办手续 - qù lǐngshìguǎn bàn shǒuxù - aller au consulat faire les démarches<br>领事馆预约 - lǐngshìguǎn yùyuē - rendez-vous au consulat<br>领事馆官网 - lǐngshìguǎn guānwǎng - site officiel du consulat	nom,diplomatie,administratif	[sound:hsk7_领事馆.wav]
8524-V	HSK 7-9	零售	língshòu	vente au détail; retail	零售价格 - língshòu jiàgé - prix de détail<br>零售商 - língshòu shāng - détaillant<br>零售行业 - língshòu hángyè - secteur du retail	nom/verbe,commerce,économie	[sound:hsk7_零售.wav]
8525-V	HSK 7-9	零碎	língsuì	(1) en petits morceaux; (2) fragmentaire; (3) menue monnaie / bricoles	时间很零碎 - shíjiān hěn língsuì - le temps est morcelé (petits créneaux)<br>零碎钱 - língsuì qián - petite monnaie<br>零碎的东西别乱放 - língsuì de dōngxi bié luàn fàng - ne laisse pas traîner les petites bricoles	adj./nom,quotidien,neutre	[sound:hsk7_零碎.wav]
8526-V	HSK 7-9	聆听	língtīng	écouter attentivement (registre soutenu)	聆听音乐 - língtīng yīnyuè - écouter de la musique attentivement<br>聆听意见 - língtīng yìjiàn - être à l’écoute des avis<br>请聆听我们的心声 - qǐng língtīng wǒmen de xīnshēng - merci d’écouter notre voix (message)	verbe,formel/écrit,communication	[sound:hsk7_聆听.wav]
8527-V	HSK 7-9	灵通	língtōng	(1) bien informé; (2) efficace / qui passe bien (infos, canaux)	消息很灵通 - xiāoxi hěn língtōng - il/elle est très bien renseigné<br>信息不灵通 - xìnxī bù língtōng - l’info circule mal<br>关系灵通 - guānxi hěn língtōng - réseau très efficace / bien connecté	adj.,information/réseau,oral	[sound:hsk7_灵通.wav]
8528-V	HSK 7-9	领土	lǐngtǔ	territoire	领土完整 - lǐngtǔ wánzhěng - intégrité territoriale<br>保卫领土 - bǎowèi lǐngtǔ - défendre le territoire<br>领土争端 - lǐngtǔ zhēngduān - différend territorial	nom,géopolitique,neutre	[sound:hsk7_领土.wav]
8529-V	HSK 7-9	领悟	lǐngwù	comprendre en profondeur; saisir (par expérience/réflexion)	慢慢领悟到道理 - mànman lǐngwù dào dàolǐ - comprendre peu à peu la leçon<br>读了以后更能领悟 - dú le yǐhòu gèng néng lǐngwù - après lecture, on comprend mieux<br>他终于领悟了 - tā zhōngyú lǐngwù le - il a enfin “tilté” / compris	verbe,abstrait,registre soutenu	[sound:hsk7_领悟.wav]
8530-V	HSK 7-9	零星	língxīng	épars; sporadique; par petites quantités	零星的雨点 - língxīng de yǔdiǎn - quelques gouttes éparses<br>零星出现 - língxīng chūxiàn - apparaître sporadiquement<br>零星消息 - língxīng xiāoxi - infos fragmentaires	adj.,description,neutre	[sound:hsk7_零星.wav]
8531-V	HSK 7-9	领袖	lǐngxiù	leader; dirigeant (souvent politique/symbolique)	民族领袖 - mínzú lǐngxiù - leader d’un peuple/ nation<br>领袖人物 - lǐngxiù rénwù - figure de leader<br>领袖气质 - lǐngxiù qìzhì - charisme de leader	nom,politique/société,registre soutenu	[sound:hsk7_领袖.wav]
8532-V	HSK 7-9	领养	lǐngyǎng	adopter (un enfant/animal)	领养孩子 - lǐngyǎng háizi - adopter un enfant<br>领养一只猫 - lǐngyǎng yì zhī māo - adopter un chat<br>领养手续 - lǐngyǎng shǒuxù - démarches d’adoption	verbe,famille/société,neutre	[sound:hsk7_领养.wav]
8533-V	HSK 7-9	临街	línjiē	donner sur la rue; en bord de rue	这套房子临街 - zhè tào fángzi línjiē - cet appartement donne sur la rue<br>临街商铺 - línjiē shāngpù - boutique côté rue<br>临街太吵 - línjiē tài chǎo - côté rue c’est trop bruyant	adj.,immobilier/lieux,neutre	[sound:hsk7_临街.wav]
8534-V	HSK 7-9	临近	línjìn	à l’approche de; proche de; voisin	临近考试 - línjìn kǎoshì - à l’approche des examens<br>临近车站 - línjìn chēzhàn - proche de la gare<br>临近年底 - línjìn niándǐ - à l’approche de la fin d’année	verbe/adj.,temps/lieu,neutre	[sound:hsk7_临近.wav]
8535-V	HSK 7-9	吝啬	lìnsè	avare; pingre; mesquin	他很吝啬 - tā hěn lìnsè - il est pingre<br>对自己也很吝啬 - duì zìjǐ yě hěn lìnsè - il est radin même avec lui-même<br>吝啬鬼 - lìnsèguǐ - radin (insulte)	adj./nom,caractère,négatif	[sound:hsk7_吝啬.wav]
8536-V	HSK 7-9	礼品	lǐpǐn	cadeau (souvent “cadeau/présent” formel)	礼品店 - lǐpǐn diàn - boutique de cadeaux<br>准备礼品 - zhǔnbèi lǐpǐn - préparer des cadeaux<br>礼品包装 - lǐpǐn bāozhuāng - emballage cadeau	nom,politesse/commerce,neutre	[sound:hsk7_礼品.wav]
8537-V	HSK 7-9	离谱儿	lípǔr	(dial./oral) aberrant; n’importe quoi; “abusé”	这也太离谱儿了 - zhè yě tài lípǔr le - c’est vraiment abusé / n’importe quoi<br>说得离谱儿 - shuō de lípǔr - exagérer à mort / dire des absurdités<br>贵得离谱儿 - guì de lípǔr - hors de prix (abusé)	adj.,oral (nord),familier	[sound:hsk7_离谱儿.wav]
8538-V	HSK 7-9	离奇	líqí	étrange; bizarre; rocambolesque	离奇的经历 - líqí de jīnglì - une expérience étrange<br>案情离奇 - ànqíng líqí - une affaire aux circonstances bizarres<br>情节很离奇 - qíngjié hěn líqí - l’intrigue est rocambolesque	adj.,récit/événement,neutre	[sound:hsk7_离奇.wav]
8539-V	HSK 7-9	力求	lìqiú	s’efforcer de; chercher à (objectif)	力求完美 - lìqiú wánměi - viser la perfection<br>力求准确 - lìqiú zhǔnquè - chercher la précision<br>我们力求做到最好 - wǒmen lìqiú zuò dào zuì hǎo - on s’efforce de faire au mieux	verbe,abstrait,formel	[sound:hsk7_力求.wav]
8540-V	HSK 7-9	礼尚往来	lǐshàngwǎnglái	la politesse veut qu’on rende; “donner et recevoir” (rendre la faveur)	你帮了我，我也得回礼，礼尚往来 - nǐ bāng le wǒ, wǒ yě děi huílǐ, lǐshàngwǎnglái - tu m’as aidé, je dois rendre la pareille<br>送点小礼物算礼尚往来 - sòng diǎn xiǎo lǐwù suàn lǐshàngwǎnglái - offrir un petit cadeau, c’est rendre la politesse<br>礼尚往来嘛 - lǐshàngwǎnglái ma - normal, on se rend la pareille	idiome,politesse,société	[sound:hsk7_礼尚往来.wav]
8541-V	HSK 7-9	历时	lìshí	durer (pendant); s’étendre sur (temps)	工程历时三年 - gōngchéng lìshí sān nián - le chantier a duré trois ans<br>会议历时两小时 - huìyì lìshí liǎng xiǎoshí - la réunion a duré deux heures<br>调查历时半年 - diàochá lìshí bànnián - l’enquête s’est étendue sur six mois	verbe (écrit),temps,formel	[sound:hsk7_历时.wav]
8542-V	HSK 7-9	理事	lǐshì	administrateur; membre du conseil (association/organisation)	理事会 - lǐshìhuì - conseil d’administration/ conseil (asso)<br>担任理事 - dānrèn lǐshì - être administrateur<br>名誉理事 - míngyù lǐshì - administrateur honorifique	nom,organisation,administratif	[sound:hsk7_理事.wav]
8543-V	HSK 7-9	利索	lìsuo	(dial./oral) rapide et efficace; net; bien fait / “propre”	他说话很利索 - tā shuōhuà hěn lìsuo - il parle de façon claire et rapide<br>动作利索点 - dòngzuò lìsuo diǎn - sois plus vif / fais ça proprement<br>干得挺利索 - gàn de tǐng lìsuo - c’est fait nickel / efficacement	adj.,oral,positif	[sound:hsk7_利索.wav]
8544-V	HSK 7-9	理所当然	lǐsuǒdāngrán	évident; normal; aller de soi	这是理所当然的 - zhè shì lǐsuǒdāngrán de - c’est tout à fait normal<br>你别把帮助当理所当然 - nǐ bié bǎ bāngzhù dāng lǐsuǒdāngrán - ne considère pas l’aide comme acquise<br>理所当然地认为 - lǐsuǒdāngrán de rènwéi - penser “évidemment” que…	idiome/adj.,logique,neutre	[sound:hsk7_理所当然.wav]
8545-V	HSK 7-9	力所能及	lìsuǒnéngjí	dans la mesure de ses moyens; à son niveau	我会尽力所能及帮助你 - wǒ huì jìn lìsuǒnéngjí bāngzhù nǐ - je t’aiderai dans la mesure du possible<br>做点力所能及的事 - zuò diǎn lìsuǒnéngjí de shì - faire ce qu’on peut<br>帮点力所能及的忙 - bāng diǎn lìsuǒnéngjí de máng - donner un petit coup de main comme on peut	idiome,entraide,neutre	[sound:hsk7_力所能及.wav]
8546-V	HSK 7-9	礼堂	lǐtáng	salle de cérémonie; auditorium (école/entreprise)	在礼堂开会 - zài lǐtáng kāihuì - tenir une réunion dans l’auditorium<br>礼堂里坐满了人 - lǐtáng lǐ zuò mǎn le rén - la salle est pleine<br>举行典礼的礼堂 - jǔxíng diǎnlǐ de lǐtáng - salle pour la cérémonie	nom,lieu,école/événement	[sound:hsk7_礼堂.wav]
8547-V	HSK 7-9	立体	lìtǐ	en trois dimensions; 3D; “en relief”	立体图形 - lìtǐ túxíng - figure 3D<br>立体声 - lìtǐ shēng - son stéréo (litt. “son en relief”)<br>立体感 - lìtǐ gǎn - effet de relief	adj./nom,technique,neutre	[sound:hsk7_立体.wav]
8548-V	HSK 7-9	遛	liù	promener (chien); faire un tour (souvent avec objet)	遛狗 - liù gǒu - promener le chien<br>遛一圈 - liù yì quān - faire un petit tour<br>饭后去遛遛 - fànhòu qù liù liu - aller se balader après le repas	verbe,quotidien,oral	[sound:hsk7_遛.wav]
8549-V	HSK 7-9	溜	liū	se faufiler; filer discrètement; glisser (sans bruit)	他溜走了 - tā liū zǒu le - il s’est éclipsé<br>溜进房间 - liū jìn fángjiān - entrer en douce<br>别溜号 - bié liū hào - ne décroche pas / reste concentré (fam.)	verbe,oral,discrétion	[sound:hsk7_溜.wav]
8550-V	HSK 7-9	流畅	liúchàng	fluent; coulant; (mouvement) sans à-coups	中文说得很流畅 - Zhōngwén shuō de hěn liúchàng - il parle chinois couramment<br>线条很流畅 - xiàntiáo hěn liúchàng - les lignes sont fluides<br>流程不够流畅 - liúchéng búgòu liúchàng - le processus n’est pas assez fluide	adj.,langue/qualité,neutre	[sound:hsk7_流畅.wav]
8551-V	HSK 7-9	溜达	liūda	se balader; flâner	出去溜达一下 - chūqù liūda yíxià - sortir se balader un peu<br>在街上溜达 - zài jiē shàng liūda - flâner dans la rue<br>没事就爱溜达 - méi shì jiù ài liūda - il aime flâner quand il n’a rien à faire	verbe,oral,quotidien	[sound:hsk7_溜达.wav]
8552-V	HSK 7-9	流浪	liúlàng	errer; vagabonder; être sans-abri	流浪汉 - liúlànghàn - SDF / vagabond<br>流浪动物 - liúlàng dòngwù - animal errant<br>他在外面流浪多年 - tā zài wàimiàn liúlàng duō nián - il a erré dehors pendant des années	verbe/adj.,société,neutre	[sound:hsk7_流浪.wav]
8553-V	HSK 7-9	留恋	liúliàn	être attaché à; avoir du mal à quitter; regretter de partir	对家乡很留恋 - duì jiāxiāng hěn liúliàn - être très attaché à sa ville natale<br>离开时有些留恋 - líkāi shí yǒuxiē liúliàn - en partant, j’avais un pincement au cœur<br>留恋不舍 - liúliàn bùshě - ne pas vouloir quitter	verbe/adj.,émotion,neutre	[sound:hsk7_留恋.wav]
8554-V	HSK 7-9	流露	liúlù	laisser paraître; révéler (émotion) involontairement	流露出喜悦 - liúlù chū xǐyuè - laisser paraître sa joie<br>他眼里流露出担心 - tā yǎn lǐ liúlù chū dānxīn - ses yeux trahissent son inquiétude<br>不经意流露 - bù jīngyì liúlù - révéler sans le vouloir	verbe,émotion,registre soutenu	[sound:hsk7_流露.wav]
8555-V	HSK 7-9	流氓	liúmáng	voyou; délinquant; “pervers” (insulte)	别理那个流氓 - bié lǐ nà ge liúmáng - ne fais pas attention à ce voyou<br>流氓行为 - liúmáng xíngwéi - comportement de voyou<br>真流氓！ - zhēn liúmáng! - quel sale type! (insulte)	nom/adj.,insulte/société,oral	[sound:hsk7_流氓.wav]
8556-V	HSK 7-9	留念	liúniàn	garder un souvenir; souvenir (photo, objet)	合影留念 - héyǐng liúniàn - photo souvenir<br>留念册 - liúniàn cè - livre d’or / album souvenir<br>留念品 - liúniàn pǐn - objet souvenir	verbe/nom,émotion/rituel,neutre	[sound:hsk7_留念.wav]
8557-V	HSK 7-9	流派	liúpài	courant; école; “style” (art, pensée)	文学流派 - wénxué liúpài - courant littéraire<br>不同流派的观点 - bùtóng liúpài de guāndiǎn - points de vue de différentes écoles<br>形成自己的流派 - xíngchéng zìjǐ de liúpài - former sa propre école	nom,art/idées,registre soutenu	[sound:hsk7_流派.wav]
8558-V	HSK 7-9	留神	liúshén	faire attention; rester vigilant	过马路要留神 - guò mǎlù yào liúshén - fais attention en traversant<br>注意留神脚下 - zhùyì liúshén jiǎoxià - attention où tu mets les pieds<br>他没留神就摔了 - tā méi liúshén jiù shuāi le - il n’a pas fait attention et il est tombé	verbe,oral,quotidien	[sound:hsk7_留神.wav]
8559-V	HSK 7-9	流逝	liúshì	s’écouler (temps); passer (comme un flux)	时间在流逝 - shíjiān zài liúshì - le temps s’écoule<br>岁月流逝 - suìyuè liúshì - les années passent<br>不知不觉流逝 - bùzhī-bùjué liúshì - s’écouler sans qu’on s’en rende compte	verbe,temps,registre soutenu	[sound:hsk7_流逝.wav]
8560-V	HSK 7-9	流失	liúshī	s'écouler; se perdre	人才流失严重 - réncái liúshī yánzhòng - La fuite des cerveaux est grave<br>水土流失 - shuǐtǔ liúshī - Érosion des sols<br>资金流失 - zījīn liúshī - Fuite de capitaux	verbe,perte,disparition	[sound:hsk7_流失.wav]
8561-V	HSK 7-9	柳树	liǔshù	saule (arbre)	柳树很耐寒 - liǔshù hěn nàihán - le saule résiste bien au froid<br>河边有很多柳树 - hébiān yǒu hěn duō liǔshù - il y a beaucoup de saules au bord de la rivière<br>柳树发芽了 - liǔshù fāyá le - le saule a bourgeonné	nom,nature,plante	[sound:hsk7_柳树.wav]
8562-V	HSK 7-9	流水	liúshuǐ	(1) eau courante; (2) “chiffre d’affaires / flux” (compta); (3) chaîne/production en flux	流水很清 - liúshuǐ hěn qīng - l’eau courante est limpide<br>店里的日流水很高 - diàn lǐ de rì liúshuǐ hěn gāo - le CA quotidien du magasin est élevé<br>流水线 - liúshuǐxiàn - chaîne de production	nom,économie/quotidien,polyseme	[sound:hsk7_流水.wav]
8563-V	HSK 7-9	流淌	liútǎng	couler; ruisseler (liquide, larmes, sang)	眼泪不停地流淌 - yǎnlèi bù tíng de liútǎng - les larmes coulent sans arrêt<br>河水缓缓流淌 - héshuǐ huǎnhuǎn liútǎng - la rivière coule doucement<br>鲜血流淌 - xiānxuè liútǎng - le sang coule	verbe,description,registre soutenu	[sound:hsk7_流淌.wav]
8564-V	HSK 7-9	流向	liúxiàng	direction du flux; se diriger vers (capitaux/eau/infos)	资金流向海外 - zījīn liúxiàng hǎiwài - les capitaux partent vers l’étranger<br>河水流向大海 - héshuǐ liúxiàng dàhǎi - l’eau se jette vers la mer<br>关注资金流向 - guānzhù zījīn liúxiàng - surveiller la direction des flux de capitaux	nom/verbe,économie/nature,neutre	[sound:hsk7_流向.wav]
8565-V	HSK 7-9	留心	liúxīn	faire attention; être attentif	你留心点 - nǐ liúxīn diǎn - fais attention<br>留心观察 - liúxīn guānchá - observer attentivement<br>路上留心安全 - lùshang liúxīn ānquán - fais attention à ta sécurité sur la route	verbe,oral,quotidien	[sound:hsk7_留心.wav]
8566-V	HSK 7-9	流血	liúxuè	saigner; verser le sang	伤口在流血 - shāngkǒu zài liúxuè - la plaie saigne<br>别让他继续流血 - bié ràng tā jìxù liúxuè - ne le laisse pas continuer à saigner<br>流血事件 - liúxuè shìjiàn - incident sanglant	verbe/nom,santé/violence,neutre	[sound:hsk7_流血.wav]
8567-V	HSK 7-9	留意	liúyì	prêter attention; remarquer (souvent “note bien…”)	请留意通知 - qǐng liúyì tōngzhī - merci de prêter attention aux annonces<br>留意细节 - liúyì xìjié - faire attention aux détails<br>我没留意到 - wǒ méi liúyì dào - je n’ai pas remarqué	verbe,formel/quotidien,attention	[sound:hsk7_留意.wav]
8568-V	HSK 7-9	流域	liúyù	bassin versant	长江流域 - Chángjiāng liúyù - bassin du Yangtsé<br>流域管理 - liúyù guǎnlǐ - gestion du bassin versant<br>该流域降雨多 - gāi liúyù jiàngyǔ duō - il pleut beaucoup dans ce bassin	nom,géographie,science	[sound:hsk7_流域.wav]
8569-V	HSK 7-9	流转	liúzhuǎn	circuler; se transmettre; tourner (capital, biens, terres)	资金流转 - zījīn liúzhuǎn - circulation des capitaux<br>土地流转 - tǔdì liúzhuǎn - transfert/circulation des droits fonciers<br>让资源更好流转 - ràng zīyuán gèng hǎo liúzhuǎn - faire mieux circuler les ressources	verbe/nom,économie,registre soutenu	[sound:hsk7_流转.wav]
8570-V	HSK 7-9	礼仪	lǐyí	étiquette; cérémonial; protocole	礼仪之邦 - lǐyí zhī bāng - pays de la bienséance (expression)<br>学习礼仪 - xuéxí lǐyí - apprendre les bonnes manières<br>礼仪规范 - lǐyí guīfàn - règles de protocole	nom,culture/société,formel	[sound:hsk7_礼仪.wav]
8571-V	HSK 7-9	鲤鱼	lǐyú	carpe	红烧鲤鱼 - hóngshāo lǐyú - carpe braisée<br>鲤鱼跳龙门 - lǐyú tiào lóngmén - “la carpe saute la porte du dragon” (réussite après effort)<br>池塘里有鲤鱼 - chítáng lǐ yǒu lǐyú - il y a des carpes dans l’étang	nom,animal/cuisine,culture	[sound:hsk7_鲤鱼.wav]
8572-V	HSK 7-9	力争	lìzhēng	s’efforcer de; lutter pour; chercher à obtenir	力争第一 - lìzhēng dìyī - viser la première place<br>力争按时完成 - lìzhēng ànshí wánchéng - s’efforcer de finir à temps<br>我们力争做到更好 - wǒmen lìzhēng zuò dào gèng hǎo - on s’efforce de faire mieux	verbe,objectif,formel	[sound:hsk7_力争.wav]
8573-V	HSK 7-9	励志	lìzhì	motivant; inspirant; “développement personnel” (style)	励志故事 - lìzhì gùshì - histoire inspirante<br>励志电影 - lìzhì diànyǐng - film motivant<br>他很励志 - tā hěn lìzhì - il est très inspirant (style réseau)	adj./nom,style,moderne/oral	[sound:hsk7_励志.wav]
8574-V	HSK 7-9	理智	lǐzhì	rationnel; raison; sang-froid	要保持理智 - yào bǎochí lǐzhì - il faut garder son sang-froid<br>他很理智 - tā hěn lǐzhì - il est très rationnel<br>理智战胜情绪 - lǐzhì zhànshèng qíngxù - la raison l’emporte sur l’émotion	nom/adj.,psychologie,neutre	[sound:hsk7_理智.wav]
8575-V	HSK 7-9	理直气壮	lǐzhí-qìzhuàng	avoir le droit pour soi et parler avec assurance; “dans son bon droit”	我理直气壮地拒绝了 - wǒ lǐzhí-qìzhuàng de jùjué le - j’ai refusé en étant dans mon bon droit<br>他说得理直气壮 - tā shuō de lǐzhí-qìzhuàng - il parle avec assurance car il pense avoir raison<br>理直气壮地反驳 - lǐzhí-qìzhuàng de fǎnbó - rétorquer avec aplomb (car on est dans son droit)	idiome,argumentation,oral/soutenu	[sound:hsk7_理直气壮.wav]
8576-V	HSK 7-9	立足	lìzú	se baser sur; s’ancrer; prendre appui; “se positionner”	立足现实 - lìzú xiànshí - partir de la réalité<br>立足本地市场 - lìzú běndì shìchǎng - s’ancrer sur le marché local<br>在国内立足 - zài guónèi lìzú - s’implanter dans le pays	verbe,abstrait/économie,formel	[sound:hsk7_立足.wav]
8577-V	HSK 7-9	聋	lóng	sourd	他天生耳朵有点聋 - tā tiānshēng ěrduo yǒudiǎn lóng - il est un peu sourd de naissance<br>装聋作哑 - zhuāng lóng zuò yǎ - faire la sourde oreille / faire semblant de ne pas savoir<br>聋哑人 - lóngyǎrén - personne sourde-muette (terme courant)	adj.,santé,neutre	[sound:hsk7_聋.wav]
8578-V	HSK 7-9	垄断	lǒngduàn	monopoliser; monopole	垄断市场 - lǒngduàn shìchǎng - monopoliser le marché<br>形成垄断 - xíngchéng lǒngduàn - former un monopole<br>反垄断法 - fǎn lǒngduàn fǎ - loi antitrust	verbe/nom,économie/droit,formel	[sound:hsk7_垄断.wav]
8579-V	HSK 7-9	笼统	lǒngtǒng	vague; général; peu précis	说得太笼统 - shuō de tài lǒngtǒng - c’est trop vague<br>笼统地概括 - lǒngtǒng de gàikuò - résumer de façon générale<br>需要更具体，不要笼统 - xūyào gèng jùtǐ, búyào lǒngtǒng - il faut plus concret, pas vague	adj.,qualité,neutre	[sound:hsk7_笼统.wav]
8580-V	HSK 7-9	龙头	lóngtóu	(1) robinet; (2) “leader/locomotive” (entreprise/secteur)	拧开龙头 - nǐngkāi lóngtóu - ouvrir le robinet<br>行业龙头 - hángyè lóngtóu - leader du secteur<br>龙头企业 - lóngtóu qǐyè - entreprise locomotive	nom,quotidien/économie,polyseme	[sound:hsk7_龙头.wav]
8581-V	HSK 7-9	笼罩	lǒngzhào	(envelopper) couvrir; planer sur (brume, silence, menace)	雾笼罩着城市 - wù lǒngzhào zhe chéngshì - le brouillard enveloppe la ville<br>恐惧笼罩人群 - kǒngjù lǒngzhào rénqún - la peur plane sur la foule<br>一种紧张气氛笼罩着 - yì zhǒng jǐnzhāng qìfēn lǒngzhào zhe - une atmosphère tendue règne	verbe,description,registre soutenu	[sound:hsk7_笼罩.wav]
8582-V	HSK 7-9	隆重	lóngzhòng	solennel; grandiose; en grande pompe	隆重举行 - lóngzhòng jǔxíng - organiser en grande pompe<br>隆重欢迎 - lóngzhòng huānyíng - accueillir solennellement<br>仪式很隆重 - yíshì hěn lóngzhòng - la cérémonie est très solennelle	adj.,événement,formel	[sound:hsk7_隆重.wav]
8583-V	HSK 7-9	笼子	lóngzi	cage	把鸟放进笼子里 - bǎ niǎo fàng jìn lóngzi lǐ - mettre l’oiseau dans la cage<br>打开笼子 - dǎkāi lóngzi - ouvrir la cage<br>铁笼子 - tiě lóngzi - cage en fer	nom,objet,quotidien	[sound:hsk7_笼子.wav]
8584-V	HSK 7-9	搂	lǒu	(1) enlacer/tenir par la taille; (2) ramener/“rassembler” dans ses bras	他搂着孩子 - tā lǒu zhe háizi - il tient l’enfant dans ses bras<br>搂住她的肩膀 - lǒu zhù tā de jiānbǎng - la prendre par les épaules<br>把钱都搂走了 - bǎ qián dōu lǒu zǒu le - (fam.) rafler tout l’argent	verbe,gestes/fam.,oral	[sound:hsk7_搂.wav]
8585-V	HSK 7-9	露面	lòumiàn	montrer son visage; apparaître en public	他很久没露面了 - tā hěn jiǔ méi lòumiàn le - ça fait longtemps qu’il n’est pas apparu<br>今天他会露面吗？ - jīntiān tā huì lòumiàn ma? - est-ce qu’il va se montrer aujourd’hui？<br>在发布会上露面 - zài fābùhuì shàng lòumiàn - apparaître lors d’une conférence de presse	verbe,société/médias,oral	[sound:hsk7_露面.wav]
8586-V	HSK 7-9	鹿	lù	cerf; daim	森林里有鹿 - sēnlín lǐ yǒu lù - il y a des cerfs dans la forêt<br>梅花鹿 - méihuālù - cerf sika<br>鹿角 - lùjiǎo - bois de cerf	nom,animal,nature	[sound:hsk7_鹿.wav]
8078-CSV	HSK 7-9	露2	lù	révéler; laisser apparaître; montrer	露出笑容 - lùchū xiàoróng - afficher un sourire<br>露出真相 - lùchū zhēnxiàng - révéler la vérité<br>他露了一手 - tā lù le yì shǒu - il a montré son savoir-faire (faire une démonstration)	verbe,action,oral	[sound:hsk7_露2.wav]
8588-V	HSK 7-9	屡	lǚ	à maintes reprises; souvent (plutôt écrit)	屡次失败 - lǚcì shībài - échouer à plusieurs reprises<br>屡禁不止 - lǚjìn-bùzhǐ - interdit maintes fois mais ça continue<br>屡屡获奖 - lǚlǚ huòjiǎng - gagner des prix à répétition	adv.,écrit,fréquence	[sound:hsk7_屡.wav]
