ID	HSK_Level	Simplified	Pinyin	Meaning	Examples	Tags	Audio
9588-V	HSK 7-9	势头	shìtou	élan; dynamique; tendance (souvent positive ou marquée)	发展势头很好 - fāzhǎn shìtou hěn hǎo - la dynamique est bonne<br>势头正猛 - shìtou zhèng měng - l’élan est très fort<br>保持势头 - bǎochí shìtou - garder l’élan	nom,tendance	[sound:hsk7-9_势头.wav]
9589-V	HSK 7-9	示威	shìwēi	manifester; faire une démonstration de force	示威游行 - shìwēi yóuxíng - manifestation / marche de protestation<br>举行示威 - jǔxíng shìwēi - organiser une manif<br>武力示威 - wǔlì shìwēi - démonstration de force militaire	verbe/nom,politique	[sound:hsk7-9_示威.wav]
9590-V	HSK 7-9	实物	shíwù	objet réel; en nature (vs argent/photos)	以实物为准 - yǐ shíwù wéi zhǔn - se référer à l’objet réel<br>实物展示 - shíwù zhǎnshì - présentation d’objets<br>发放实物奖品 - fāfàng shíwù jiǎngpǐn - remettre des prix en nature	nom,commerce	[sound:hsk7-9_实物.wav]
9591-V	HSK 7-9	史无前例	shǐwúqiánlì	sans précédent; inédit dans l’histoire	史无前例的规模 - shǐwúqiánlì de guīmó - ampleur sans précédent<br>史无前例的挑战 - shǐwúqiánlì de tiǎozhàn - défi inédit<br>情况史无前例 - qíngkuàng shǐwúqiánlì - situation sans précédent	idiome,actualité/histoire	[sound:hsk7-9_史无前例.wav]
9592-V	HSK 7-9	事务所	shìwùsuǒ	cabinet (avocats, comptables, etc.) ; office	律师事务所 - lǜshī shìwùsuǒ - cabinet d’avocats<br>会计师事务所 - kuàijìshī shìwùsuǒ - cabinet d’audit/compta<br>事务所合伙人 - shìwùsuǒ héhuǒrén - associé du cabinet	nom,travail	[sound:hsk7-9_事务所.wav]
9593-V	HSK 7-9	视线	shìxiàn	ligne de vue; champ de vision; regard	进入视线 - jìnrù shìxiàn - entrer dans le champ de vision<br>挡住视线 - dǎngzhù shìxiàn - bloquer la vue<br>视线移开 - shìxiàn yíkāi - détourner le regard	nom,vision	[sound:hsk7-9_视线.wav]
9594-V	HSK 7-9	失效	shīxiào	perdre son efficacité; devenir invalide (règlement/carte)	药失效了 - yào shīxiào le - le médicament n’agit plus<br>合同失效 - hétong shīxiào - le contrat devient caduc<br>密码失效 - mìmǎ shīxiào - le mot de passe n’est plus valide	verbe,efficacité/administratif	[sound:hsk7-9_失效.wav]
9595-V	HSK 7-9	试行	shìxíng	mettre en œuvre à titre d’essai; appliquer provisoirement	先试行一年 - xiān shìxíng yì nián - tester pendant un an<br>试行办法 - shìxíng bànfǎ - mesures provisoires (pilote)<br>试行阶段 - shìxíng jiēduàn - phase d’essai	verbe,politique/gestion	[sound:hsk7-9_试行.wav]
9596-V	HSK 7-9	施行	shīxíng	mettre en application; appliquer (politique/loi)	施行新政策 - shīxíng xīn zhèngcè - appliquer une nouvelle politique<br>法律施行 - fǎlǜ shīxíng - entrée en vigueur d’une loi<br>施行时间 - shīxíng shíjiān - date d’application	verbe,administratif/droit	[sound:hsk7-9_施行.wav]
9597-V	HSK 7-9	施压	shīyā	exercer une pression (sur qn/pays/organisation)	对他施压 - duì tā shīyā - faire pression sur lui<br>施压要求让步 - shīyā yāoqiú ràngbù - faire pression pour obtenir une concession<br>外部施压 - wàibù shīyā - pression extérieure	verbe,politique/stratégie	[sound:hsk7-9_施压.wav]
9598-V	HSK 7-9	视野	shìyě	champ de vision; horizon (fig.)	开阔视野 - kāikuò shìyě - élargir ses horizons<br>视野范围 - shìyě fànwéi - champ de vision<br>国际视野 - guójì shìyě - vision internationale	nom,vision/fig.	[sound:hsk7-9_视野.wav]
9599-V	HSK 7-9	事宜	shìyí	affaires; points à traiter; modalités	相关事宜 - xiāngguān shìyí - questions connexes<br>会议事宜 - huìyì shìyí - sujets de la réunion<br>安排事宜 - ānpái shìyí - organiser les détails	nom,administratif	[sound:hsk7-9_事宜.wav]
9600-V	HSK 7-9	示意	shìyì	indiquer par geste/schéma; illustrer (plan); donner une indication	用手示意 - yòng shǒu shìyì - faire signe de la main<br>示意图 - shìyì tú - schéma / diagramme explicatif<br>他示意我过去 - tā shìyì wǒ guòqù - il m’a fait signe d’y aller	verbe/nom,communication	[sound:hsk7-9_示意.wav]
9601-V	HSK 7-9	施展	shīzhǎn	déployer; mettre en œuvre (talent/compétence)	施展才华 - shīzhǎn cáihuá - déployer son talent<br>施展拳脚 - shīzhǎn quánjiǎo - montrer ce qu’on sait faire<br>给他机会施展 - gěi tā jīhuì shīzhǎn - lui donner l’occasion de s’exprimer	verbe,capacité	[sound:hsk7-9_施展.wav]
9602-V	HSK 7-9	师长	shīzhǎng	professeurs et supérieurs; mentor (collectif, respectueux)	向师长请教 - xiàng shīzhǎng qǐngjiào - demander conseil aux aînés/enseignants<br>师长的教诲 - shīzhǎng de jiàohuì - enseignements des professeurs<br>尊敬师长 - zūnjìng shīzhǎng - respecter les enseignants	nom,éducation/respect	[sound:hsk7-9_师长.wav]
9603-V	HSK 7-9	使者	shǐzhě	émissaire; messager; envoyé	和平使者 - hépíng shǐzhě - messager de paix<br>外交使者 - wàijiāo shǐzhě - émissaire diplomatique<br>作为使者出访 - zuòwéi shǐzhě chūfǎng - partir en mission comme émissaire	nom,diplomatie	[sound:hsk7-9_使者.wav]
9604-V	HSK 7-9	市值	shìzhí	capitalisation boursière; valeur de marché	公司市值 - gōngsī shìzhí - capitalisation de l’entreprise<br>市值蒸发 - shìzhí zhēngfā - évaporation de capitalisation<br>市值突破万亿 - shìzhí tūpò wànyì - dépasser 1 000 milliards de capi	nom,finance	[sound:hsk7-9_市值.wav]
9605-V	HSK 7-9	时装	shízhuāng	vêtements de mode; prêt-à-porter (fashion)	时装秀 - shízhuāng xiù - défilé de mode<br>时装周 - shízhuāng zhōu - fashion week<br>时装品牌 - shízhuāng pǐnpái - marque de mode	nom,mode	[sound:hsk7-9_时装.wav]
9606-V	HSK 7-9	柿子	shìzi	kaki; plaquemine (fruit)	吃柿子 - chī shìzi - manger des kakis<br>柿子很甜 - shìzi hěn tián - le kaki est très sucré<br>柿子树 - shìzi shù - plaqueminier	nom,fruit	[sound:hsk7-9_柿子.wav]
9607-V	HSK 7-9	师资	shīzī	corps enseignant; ressources pédagogiques (qualité des profs)	师资力量 - shīzī lìliàng - niveau/forces du corps enseignant<br>师资队伍 - shīzī duìwǔ - équipe enseignante<br>师资培训 - shīzī péixùn - formation des enseignants	nom,éducation	[sound:hsk7-9_师资.wav]
9608-V	HSK 7-9	失踪	shīzōng	disparaître; être porté disparu	他失踪了 - tā shīzōng le - il a disparu<br>失踪人口 - shīzōng rénkǒu - personne disparue<br>失踪案件 - shīzōng ànjiàn - affaire de disparition	verbe,fait divers	[sound:hsk7-9_失踪.wav]
9609-V	HSK 7-9	手册	shǒucè	manuel; guide; livret	用户手册 - yònghù shǒucè - manuel utilisateur<br>操作手册 - cāozuò shǒucè - guide d’utilisation<br>培训手册 - péixùn shǒucè - livret de formation	nom,document	[sound:hsk7-9_手册.wav]
9610-V	HSK 7-9	受宠若惊	shòuchǒng-ruòjīng	être flatté et gêné; se sentir trop honoré	承蒙厚爱，受宠若惊 - chéngméng hòu’ài, shòuchǒng-ruòjīng - merci, je suis très honoré<br>听到夸奖我受宠若惊 - tīngdào kuājiǎng wǒ shòuchǒng-ruòjīng - je suis flatté par ces compliments<br>您这么说我受宠若惊 - nín zhème shuō wǒ shòuchǒng-ruòjīng - vous me flattez	idiome,politesse	[sound:hsk7-9_受宠若惊.wav]
9611-V	HSK 7-9	首创	shǒuchuàng	créer en premier; être le premier à…; innovation pionnière	首创纪录 - shǒuchuàng jìlù - établir un record inédit<br>首创技术 - shǒuchuàng jìshù - technologie pionnière<br>他首创了这种方法 - tā shǒuchuàng le zhè zhǒng fāngfǎ - il a été le premier à proposer cette méthode	verbe/adj.,innovation	[sound:hsk7-9_首创.wav]
9612-V	HSK 7-9	受挫	shòucuò	subir un revers; être contrarié/échouer	计划受挫 - jìhuà shòucuò - le plan a subi un revers<br>遭受挫折 - zāoshòu cuòzhé - subir un échec<br>受挫后别灰心 - shòucuò hòu bié huīxīn - après un revers, ne te décourage pas	verbe,échec	[sound:hsk7-9_受挫.wav]
9613-V	HSK 7-9	手动	shǒudòng	manuel; à la main (vs automatique)	手动挡 - shǒudòngdǎng - boîte manuelle<br>手动模式 - shǒudòng móshì - mode manuel<br>手动输入 - shǒudòng shūrù - saisie manuelle	adj.,technique	[sound:hsk7-9_手动.wav]
9614-V	HSK 7-9	首付	shǒufù	apport initial; premier versement (immobilier/voiture)	付首付 - fù shǒufù - payer l’apport<br>首付比例 - shǒufù bǐlì - taux d’apport<br>首付多少？ - shǒufù duōshao? - combien d’apport ?	nom,finance/immo	[sound:hsk7-9_首付.wav]
9615-V	HSK 7-9	首府	shǒufǔ	capitale (d’une région/province)	省会首府 - shěnghuì shǒufǔ - capitale provinciale<br>自治区首府 - zìzhìqū shǒufǔ - capitale d’une région autonome<br>首府城市 - shǒufǔ chéngshì - ville-capitale	nom,géographie	[sound:hsk7-9_首府.wav]
9616-V	HSK 7-9	收复	shōufù	reprendre; récupérer (territoire/objet perdu)	收复失地 - shōufù shīdì - reconquérir le territoire perdu<br>收复河山 - shōufù héshān - reprendre le pays (litt.)<br>收复控制权 - shōufù kòngzhìquán - récupérer le contrôle	verbe,politique/fig.	[sound:hsk7-9_收复.wav]
9617-V	HSK 7-9	收割	shōugē	récolter; moissonner; (fig.) “rafler”	收割庄稼 - shōugē zhuāngjia - récolter les cultures<br>收割小麦 - shōugē xiǎomài - moissonner le blé<br>收割成果 - shōugē chéngguǒ - récolter les fruits (fig.)	verbe,agri/fig.	[sound:hsk7-9_收割.wav]
9618-V	HSK 7-9	受害	shòuhài	subir un préjudice; être victime	受害者 - shòuhàizhě - victime<br>遭到受害 - zāodào shòuhài - subir un tort (rare, plutôt 遭受伤害)<br>受害程度 - shòuhài chéngdù - niveau de préjudice	verbe,crime/dommage	[sound:hsk7-9_受害.wav]
9619-V	HSK 7-9	受害人	shòuhàirén	victime (terme juridique)	受害人家属 - shòuhàirén jiāshǔ - famille de la victime<br>保护受害人 - bǎohù shòuhàirén - protéger la victime<br>受害人陈述 - shòuhàirén chénshù - déposition de la victime	nom,droit	[sound:hsk7-9_受害人.wav]
9620-V	HSK 7-9	守候	shǒuhòu	attendre en surveillant; faire le guet; rester auprès (longtemps)	在门口守候 - zài ménkǒu shǒuhòu - attendre à la porte<br>守候消息 - shǒuhòu xiāoxi - attendre des nouvelles<br>默默守候 - mòmò shǒuhòu - attendre en silence	verbe,attente	[sound:hsk7-9_守候.wav]
9621-V	HSK 7-9	守护	shǒuhù	protéger; garder; veiller sur	守护家人 - shǒuhù jiārén - protéger sa famille<br>守护森林 - shǒuhù sēnlín - protéger la forêt<br>守护者 - shǒuhùzhě - gardien / protecteur	verbe,protection	[sound:hsk7-9_守护.wav]
9622-V	HSK 7-9	受贿	shòuhuì	recevoir des pots-de-vin; corruption passive	受贿罪 - shòuhuì zuì - délit de corruption passive<br>涉嫌受贿 - shèxián shòuhuì - soupçonné de pots-de-vin<br>受贿金额 - shòuhuì jīn’é - montant des pots-de-vin	verbe,droit/corruption	[sound:hsk7-9_受贿.wav]
9623-V	HSK 7-9	手脚	shǒujiǎo	mains et pieds; (fig.) manœuvres; “agir vite”	手脚麻利 - shǒujiǎo málì - rapide et efficace<br>别动手脚 - bié dòng shǒujiǎo - ne trafique pas (fig.)<br>手脚冰凉 - shǒujiǎo bīngliáng - mains et pieds froids	nom,corps/fig.	[sound:hsk7-9_手脚.wav]
9624-V	HSK 7-9	受惊	shòujīng	prendre peur; être effrayé/surpris (souvent animaux/enfants)	孩子受惊了 - háizi shòujīng le - l’enfant a eu peur<br>马受惊乱跑 - mǎ shòujīng luàn pǎo - le cheval s’est affolé<br>受惊过度 - shòujīng guòdù - trop effrayé	verbe,émotion/animaux	[sound:hsk7-9_受惊.wav]
9625-V	HSK 7-9	收据	shōujù	reçu; récépissé	开收据 - kāi shōujù - Établir un reçu<br>保留收据 - bǎoliú shōujù - Garder le reçu<br>收据丢了 - shōujù diū le - Le reçu est perdu	nom,document,finance	[sound:hsk7_收据.wav]
9626-V	HSK 7-9	受苦	shòukǔ	souffrir; endurer des difficultés	受了很多苦 - shòu le hěn duō kǔ - il/elle a beaucoup souffert<br>受苦受累 - shòukǔ shòulèi - endurer peines et fatigue<br>不想让你受苦 - bùxiǎng ràng nǐ shòukǔ - je ne veux pas que tu souffres	verbe,souffrance/vie	[sound:hsk7-9_受苦.wav]
9627-V	HSK 7-9	受理	shòulǐ	recevoir et traiter (dossier/plainte/demande) ; prendre en charge (administratif)	受理申请 - shòulǐ shēnqǐng - traiter une demande<br>受理案件 - shòulǐ ànjiàn - accepter un dossier / une affaire<br>不予受理 - bù yǔ shòulǐ - ne pas recevoir (refus de prise en charge)	verbe,administratif/droit	[sound:hsk7-9_受理.wav]
9628-V	HSK 7-9	收敛	shōuliǎn	(se) retenir; modérer; (math) converger	收敛一点 - shōuliǎn yìdiǎn - retiens-toi un peu<br>脾气要收敛 - píqi yào shōuliǎn - il faut modérer son tempérament<br>级数收敛 - jíshù shōuliǎn - la série converge	verbe,comportement/science	[sound:hsk7-9_收敛.wav]
9629-V	HSK 7-9	收留	shōuliú	héberger; recueillir (qqn sans abri)	收留流浪汉 - shōuliú liúlànghàn - recueillir un sans-abri<br>收留孤儿 - shōuliú gū’ér - recueillir un orphelin<br>感谢你收留我 - gǎnxiè nǐ shōuliú wǒ - merci de m’avoir hébergé	verbe,aide/société	[sound:hsk7-9_收留.wav]
9630-V	HSK 7-9	收买	shōumǎi	acheter (qqn) / soudoyer; corrompre	收买人心 - shōumǎi rénxīn - gagner les cœurs (souvent péjoratif: acheter la loyauté)<br>收买证人 - shōumǎi zhèngrén - soudoyer un témoin<br>他试图收买我 - tā shìtú shōumǎi wǒ - il a essayé de me corrompre	verbe,corruption/manipulation	[sound:hsk7-9_收买.wav]
9631-V	HSK 7-9	首脑	shǒunǎo	chef; dirigeant; tête (d’un groupe/État/organisation)	国家首脑 - guójiā shǒunǎo - chef d’État<br>组织首脑 - zǔzhī shǒunǎo - chef de l’organisation<br>首脑会议 - shǒunǎo huìyì - sommet (réunion des dirigeants)	nom,politique/organisation	[sound:hsk7-9_首脑.wav]
9632-V	HSK 7-9	手帕	shǒupà	mouchoir	一块手帕 - yí kuài shǒupà - un mouchoir<br>递给他手帕 - dìgěi tā shǒupà - lui tendre un mouchoir<br>手帕纸 - shǒupàzhǐ - mouchoirs en papier	nom,objet/quotidien	[sound:hsk7-9_手帕.wav]
9633-V	HSK 7-9	首批	shǒupī	première vague; premier lot	首批产品 - shǒupī chǎnpǐn - premier lot de produits<br>首批名单 - shǒupī míngdān - première liste<br>首批入选 - shǒupī rùxuǎn - être sélectionné dans la première vague	nom,administratif/commerce	[sound:hsk7-9_首批.wav]
9634-V	HSK 7-9	受骗	shòupiàn	être dupé; se faire arnaquer	上当受骗 - shàngdàng shòupiàn - se faire avoir<br>我受骗了 - wǒ shòupiàn le - je me suis fait arnaquer<br>防止受骗 - fángzhǐ shòupiàn - éviter de se faire tromper	verbe,arnaque	[sound:hsk7-9_受骗.wav]
9635-V	HSK 7-9	手枪	shǒuqiāng	pistolet	携带手枪 - xiédài shǒuqiāng - porter un pistolet<br>手枪射击 - shǒuqiāng shèjī - tir au pistolet<br>手枪子弹 - shǒuqiāng zǐdàn - balles de pistolet	nom,arme	[sound:hsk7-9_手枪.wav]
9636-V	HSK 7-9	授权	shòuquán	autoriser; déléguer; donner procuration; licence (droit)	授权书 - shòuquán shū - procuration / mandat écrit<br>授权代表 - shòuquán dàibiǎo - représentant autorisé<br>获得授权 - huòdé shòuquán - obtenir l’autorisation / la licence	verbe/nom,droit/commerce	[sound:hsk7-9_授权.wav]
9637-V	HSK 7-9	首饰	shǒushì	bijoux	金首饰 - jīn shǒushì - bijoux en or<br>戴首饰 - dài shǒushì - porter des bijoux<br>首饰店 - shǒushì diàn - bijouterie	nom,objet/mode	[sound:hsk7-9_首饰.wav]
9638-V	HSK 7-9	收视率	shōushìlǜ	audience; taux d’audience (TV/streaming selon contexte)	收视率很高 - shōushìlǜ hěn gāo - forte audience<br>收视率下降 - shōushìlǜ xiàjiàng - baisse d’audience<br>收视率排名 - shōushìlǜ páimíng - classement d’audience	nom,médias	[sound:hsk7-9_收视率.wav]
9639-V	HSK 7-9	收缩	shōusuō	se contracter; rétrécir; se resserrer (éco)	血管收缩 - xuèguǎn shōusuō - vasoconstriction<br>经济收缩 - jīngjì shōusuō - contraction économique<br>毛衣洗后收缩 - máoyī xǐ hòu shōusuō - le pull rétrécit après lavage	verbe,corps/économie/objet	[sound:hsk7-9_收缩.wav]
9640-V	HSK 7-9	手头	shǒutóu	à portée de main; sous la main; (finances) disponible	我手头没钱 - wǒ shǒutóu méi qián - je n’ai pas d’argent sur moi/en ce moment<br>手头的工作 - shǒutóu de gōngzuò - le travail en cours<br>资料不在手头 - zīliào bú zài shǒutóu - je n’ai pas les documents sous la main	nom,quotidien/finance	[sound:hsk7-9_手头.wav]
9641-V	HSK 7-9	手腕	shǒuwàn	poignet; (fig.) tactique, habileté, “savoir-faire”	手腕疼 - shǒuwàn téng - j’ai mal au poignet<br>政治手腕 - zhèngzhì shǒuwàn - habileté politique<br>他很有手腕 - tā hěn yǒu shǒuwàn - il/elle a beaucoup de tact	nom,corps/fig.	[sound:hsk7-9_手腕.wav]
9642-V	HSK 7-9	首席	shǒuxí	chef; principal; “chief” (poste)	首席执行官 - shǒuxí zhíxíngguān - PDG / CEO<br>首席科学家 - shǒuxí kēxuéjiā - scientifique en chef<br>首席代表 - shǒuxí dàibiǎo - représentant principal	adj./nom,emploi/hiérarchie	[sound:hsk7-9_首席.wav]
9643-V	HSK 7-9	守信	shǒuxìn	tenir parole; être fiable; respecter ses engagements	做人要守信 - zuòrén yào shǒuxìn - il faut être digne de confiance<br>守信于人 - shǒuxìn yú rén - tenir parole envers autrui<br>他一向守信 - tā yíxiàng shǒuxìn - il/elle a toujours tenu parole	verbe,caractère	[sound:hsk7-9_守信.wav]
9644-V	HSK 7-9	收养	shōuyǎng	adopter (un enfant) ; recueillir et élever	收养孩子 - shōuyǎng háizi - adopter un enfant<br>收养手续 - shōuyǎng shǒuxù - procédures d’adoption<br>被收养 - bèi shōuyǎng - être adopté	verbe,famille/droit	[sound:hsk7-9_收养.wav]
9645-V	HSK 7-9	受益	shòuyì	bénéficier; tirer profit	受益者 - shòuyìzhě - bénéficiaire<br>从中受益 - cóngzhōng shòuyì - en tirer bénéfice<br>受益良多 - shòuyì liángduō - en bénéficier beaucoup	verbe,bénéfice	[sound:hsk7-9_受益.wav]
9646-V	HSK 7-9	手艺	shǒuyì	savoir-faire; artisanat; métier manuel	手艺不错 - shǒuyì búcuò - bon coup de main<br>学手艺 - xué shǒuyì - apprendre un métier<br>传统手艺 - chuántǒng shǒuyì - artisanat traditionnel	nom,compétence	[sound:hsk7-9_手艺.wav]
9647-V	HSK 7-9	受益匪浅	shòuyì-fěiqiǎn	avoir énormément appris / en tirer grand profit	这次交流让我受益匪浅 - zhè cì jiāoliú ràng wǒ shòuyì-fěiqiǎn - cet échange m’a énormément apporté<br>听君一席话，受益匪浅 - tīng jūn yì xí huà, shòuyì-fěiqiǎn - après t’avoir écouté, j’en tire grand profit<br>读完这本书受益匪浅 - dú wán zhè běn shū shòuyì-fěiqiǎn - ce livre m’a beaucoup appris	idiome,apprentissage	[sound:hsk7-9_受益匪浅.wav]
9648-V	HSK 7-9	收音机	shōuyīnjī	radio (poste de radio)	听收音机 - tīng shōuyīnjī - écouter la radio<br>收音机坏了 - shōuyīnjī huài le - la radio est cassée<br>便携式收音机 - biànxiéshì shōuyīnjī - radio portable	nom,objet/tech	[sound:hsk7-9_收音机.wav]
9649-V	HSK 7-9	授予	shòuyǔ	décerner; attribuer (titre, médaille, honneur)	授予奖项 - shòuyǔ jiǎngxiàng - décerner un prix<br>授予称号 - shòuyǔ chēnghào - attribuer un titre<br>被授予荣誉 - bèi shòuyǔ róngyù - se voir décerner un honneur	verbe,honneur/administratif	[sound:hsk7-9_授予.wav]
9650-V	HSK 7-9	手掌	shǒuzhǎng	paume; main (partie)	手掌心 - shǒuzhǎngxīn - centre de la paume<br>手掌出汗 - shǒuzhǎng chūhàn - mains moites<br>拍手掌 - pāi shǒuzhǎng - applaudir / taper dans les mains	nom,corps	[sound:hsk7-9_手掌.wav]
9651-V	HSK 7-9	收支	shōuzhī	recettes et dépenses; entrées/sorties (budget)	收支平衡 - shōuzhī pínghéng - équilibre budgétaire<br>收支明细 - shōuzhī míngxì - détail des recettes/dépenses<br>控制收支 - kòngzhì shōuzhī - maîtriser le budget	nom,finance	[sound:hsk7-9_收支.wav]
9652-V	HSK 7-9	守株待兔	shǒuzhū-dàitù	attendre passivement une chance; compter sur un coup de chance (sans effort)	别守株待兔了 - bié shǒuzhū-dàitù le - n’attends pas bêtement la chance<br>守株待兔的想法 - shǒuzhū-dàitù de xiǎngfǎ - mentalité attentiste<br>不能守株待兔，要主动 - bùnéng shǒuzhū-dàitù, yào zhǔdòng - il faut être proactif	idiome,critique/comportement	[sound:hsk7-9_守株待兔.wav]
9653-V	HSK 7-9	受罪	shòuzuì	souffrir (physiquement/moralement) ; “en baver”	让你受罪了 - ràng nǐ shòuzuì le - je t’ai fait souffrir / désolé<br>一路受罪 - yílù shòuzuì - en baver tout le trajet<br>别再受罪了 - bié zài shòuzuì le - ne souffre plus comme ça	verbe,quotidien	[sound:hsk7-9_受罪.wav]
9654-V	HSK 7-9	赎	shú	racheter; récupérer en payant; (fig.) expier	赎回 - shúhuí - racheter / récupérer<br>赎金 - shújīn - rançon<br>赎罪 - shúzuì - expier (ses fautes)	verbe,argent/moral	[sound:hsk7-9_赎.wav]
9655-V	HSK 7-9	梳	shū	peigner; peigne (selon contexte)	梳头 - shū tóu - se peigner<br>梳子 - shūzi - peigne<br>给孩子梳头 - gěi háizi shū tóu - peigner l’enfant	verbe/nom,quotidien	[sound:hsk7-9_梳.wav]
9656-V	HSK 7-9	耍	shuǎ	jouer; s’amuser; (fig.) “faire des manières / jouer un tour / faire le malin”	耍把戏 - shuǎ bǎxì - faire des tours / des astuces (souvent péjoratif)<br>别耍赖 - bié shuǎlài - ne fais pas le mauvais perdant / ne triche pas<br>耍脾气 - shuǎ píqi - faire un caprice / piquer une colère	verbe,comportement/quotidien	[sound:hsk7-9_耍.wav]
11512-V	HSK 7-9	率2	shuài	diriger; mener; (dans certains mots) franc, bâclé	率领 - shuàilǐng - diriger; mener<br>率先 - shuàixiān - prendre l’initiative; être le premier<br>坦率 - tǎnshuài - franc; direct	verbe,leadership,concept	[sound:hsk7_率.wav]
9657-V	HSK 7-9	甩	shuǎi	balancer; jeter	甩手 - shuǎi shǒu - Balancer les bras<br>甩掉包袱 - shuǎidiào bāofu - Se débarrasser d'un fardeau<br>被甩了 - bèi shuǎi le - Être largué	verbe,action,mouvement	[sound:hsk7_甩.wav]
9658-V	HSK 7-9	衰减	shuāijiǎn	atténuation; diminuer (intensité, signal, force…)	信号衰减 - xìnhào shuāijiǎn - atténuation du signal<br>强度衰减 - qiángdù shuāijiǎn - diminution d’intensité<br>衰减系数 - shuāijiǎn xìshù - coefficient d’atténuation	nom/verbe,science/technique	[sound:hsk7-9_衰减.wav]
9659-V	HSK 7-9	摔跤	shuāijiāo	tomber; faire une chute	不小心摔跤 - bù xiǎoxīn shuāijiāo - tomber par accident<br>摔了一跤 - shuāi le yì jiāo - faire une chute<br>摔跤后膝盖疼 - shuāijiāo hòu xīgài téng - après la chute, le genou fait mal	verbe,accident/corps	[sound:hsk7-9_摔跤.wav]
9660-V	HSK 7-9	衰竭	shuāijié	épuisement; défaillance (organe/forces)	体力衰竭 - tǐlì shuāijié - épuisement physique<br>心力衰竭 - xīnlì shuāijié - insuffisance cardiaque<br>接近衰竭 - jiējìn shuāijié - proche de l’épuisement	nom/verbe,santé/état	[sound:hsk7-9_衰竭.wav]
9661-V	HSK 7-9	衰落	shuāiluò	déclin; s’affaiblir (pays, industrie, famille…)	城市衰落 - chéngshì shuāiluò - déclin d’une ville<br>行业衰落 - hángyè shuāiluò - déclin d’un secteur<br>逐渐衰落 - zhújiàn shuāiluò - décliner progressivement	nom/verbe,société/économie	[sound:hsk7-9_衰落.wav]
9662-V	HSK 7-9	衰弱	shuāiruò	affaibli; faible; fragilisé (santé, corps, puissance)	身体衰弱 - shēntǐ shuāiruò - santé fragile<br>病后衰弱 - bìng hòu shuāiruò - faiblesse après maladie<br>力量衰弱 - lìliàng shuāiruò - force qui s’affaiblit	adj./verbe,santé/état	[sound:hsk7-9_衰弱.wav]
9663-V	HSK 7-9	衰退	shuāituì	récession; recul; se détériorer	经济衰退 - jīngjì shuāituì - récession économique<br>记忆力衰退 - jìyìlì shuāituì - déclin de la mémoire<br>市场衰退 - shìchǎng shuāituì - ralentissement du marché	nom/verbe,économie/santé	[sound:hsk7-9_衰退.wav]
9664-V	HSK 7-9	耍赖	shuǎlài	faire le mauvais perdant; faire du chantage/du forcing; nier obstinément (péjoratif)	输了就耍赖 - shū le jiù shuǎlài - perdre puis contester / faire le mauvais perdant<br>别耍赖了 - bié shuǎlài le - arrête de faire le malin / de tricher<br>他总爱耍赖 - tā zǒng ài shuǎlài - il/elle fait souvent du forcing	verbe,comportement	[sound:hsk7-9_耍赖.wav]
9665-V	HSK 7-9	涮	shuàn	ébouillanter rapidement; “shabu-shabu” (fondue chinoise)	涮羊肉 - shuàn yángròu - mouton à la fondue (shuan)<br>把菜涮一下 - bǎ cài shuàn yíxià - passer les légumes rapidement dans le bouillon<br>涮火锅 - shuàn huǒguō - faire la fondue (en trempant)	verbe,cuisine	[sound:hsk7-9_涮.wav]
9666-V	HSK 7-9	拴	shuān	attacher; attacher avec une corde/chaîne	拴马 - shuān mǎ - attacher un cheval<br>把狗拴起来 - bǎ gǒu shuān qǐlái - attacher le chien<br>绳子拴住 - shéngzi shuānzhù - attacher avec une corde	verbe,action/objet	[sound:hsk7-9_拴.wav]
9667-V	HSK 7-9	爽	shuǎng	rafraîchissant; agréable; “ça fait du bien”; franc/direct (selon contexte)	天气很爽 - tiānqì hěn shuǎng - il fait bon / agréable<br>洗完澡很爽 - xǐ wán zǎo hěn shuǎng - après la douche, ça fait du bien<br>说话很爽快 - shuōhuà hěn shuǎngkuai - parler franchement	adj.,sensation/caractère	[sound:hsk7-9_爽.wav]
9668-V	HSK 7-9	霜	shuāng	givre; gelée blanche	地上有霜 - dìshang yǒu shuāng - il y a du givre au sol<br>结霜 - jiéshuāng - givrer / se couvrir de givre<br>霜冻 - shuāngdòng - gelée (froid)	nom,météo/nature	[sound:hsk7-9_霜.wav]
9669-V	HSK 7-9	双胞胎	shuāngbāotāi	jumeaux	一对双胞胎 - yí duì shuāngbāotāi - une paire de jumeaux<br>生了双胞胎 - shēng le shuāngbāotāi - avoir des jumeaux<br>双胞胎兄弟 - shuāngbāotāi xiōngdì - frères jumeaux	nom,famille	[sound:hsk7-9_双胞胎.wav]
9670-V	HSK 7-9	双边	shuāngbiān	bilatéral (deux parties/pays)	双边关系 - shuāngbiān guānxì - relations bilatérales<br>双边会谈 - shuāngbiān huìtán - pourparlers bilatéraux<br>双边协议 - shuāngbiān xiéyì - accord bilatéral	adj.,politique/relations	[sound:hsk7-9_双边.wav]
9671-V	HSK 7-9	双重	shuāngchóng	double; double (nature/standard)	双重标准 - shuāngchóng biāozhǔn - double standard<br>双重身份 - shuāngchóng shēnfèn - double identité/statut<br>双重压力 - shuāngchóng yālì - double pression	adj.,abstrait	[sound:hsk7-9_双重.wav]
